hybrid_rouge1,hybrid_bertscore,hybrid_meteor,extractive_rouge1,extractive_bertscore,extractive_meteor,abstractive_rouge1,abstractive_bertscore,abstractive_meteor,method_used
0.3139013452914798,0.5834753513336182,0.2479938365519853,0.2914285714285714,0.5855359435081482,0.28546712802768165,0.3434343434343434,0.5948314666748047,0.2574274186722343,hybrid
0.3651226158038148,0.6096062064170837,0.2958923665963464,0.3651226158038148,0.6096062064170837,0.2958923665963464,0.27979274611398963,0.5656080842018127,0.18005715184563761,extractive
0.44976076555023925,0.6570912003517151,0.31765288928536034,0.38144329896907214,0.6896454095840454,0.41269829864338375,0.42727272727272725,0.6501373648643494,0.3148442872580804,hybrid
0.6199999999999999,0.666871190071106,0.3374442043880713,0.49230769230769234,0.6849802136421204,0.41227947050631536,0.5111111111111111,0.6426206827163696,0.2809881750858966,abstractive
0.34893617021276596,0.5933958292007446,0.24346968539481909,0.37037037037037035,0.5897611379623413,0.35603716574048544,0.4833333333333334,0.6422577500343323,0.3780466836009858,hybrid
0.5166240409207161,0.641617476940155,0.39894031343005953,0.5166240409207161,0.641617476940155,0.39894031343005953,0.3253588516746411,0.6355006694793701,0.1658237655612512,extractive
0.4119601328903654,0.5647026896476746,0.26129032258064516,0.4119601328903654,0.5647026896476746,0.26129032258064516,0.3629032258064516,0.5858983993530273,0.23443402661182,extractive
0.3827160493827161,0.5923588275909424,0.3829051905729744,0.3827160493827161,0.5923588275909424,0.3829051905729744,0.4740740740740741,0.6630551218986511,0.2395368027324495,extractive
0.3279742765273312,0.5810341835021973,0.3118205069082871,0.3279742765273312,0.5810341835021973,0.3118205069082871,0.39999999999999997,0.6361333727836609,0.2579946012340037,extractive
0.47179487179487173,0.6583593487739563,0.40026476394328436,0.3209876543209877,0.6184081435203552,0.2949487627340308,0.41284403669724773,0.6122732162475586,0.39563989809378713,abstractive
0.2915451895043732,0.5667678117752075,0.2565114443567482,0.2915451895043732,0.5667678117752075,0.2565114443567482,0.425531914893617,0.6491695642471313,0.25110912940947394,extractive
0.507177033492823,0.6512135863304138,0.3155522370087843,0.5346534653465347,0.6610132455825806,0.4341797810806115,0.5774058577405857,0.6479430794715881,0.4022313614926325,hybrid
0.34285714285714286,0.6740236878395081,0.19113375724226023,0.36054421768707484,0.6575425267219543,0.36530684016177245,0.4383561643835616,0.6845258474349976,0.2820164993002529,abstractive
0.32608695652173914,0.5177196264266968,0.28507595519410767,0.28013029315960913,0.5660813450813293,0.400290651594266,0.2594594594594595,0.4975016713142395,0.29265417034137026,abstractive
0.36298932384341637,0.5782598257064819,0.23726597021787438,0.3735632183908046,0.5639236569404602,0.2942520364746346,0.35772357723577236,0.5601643919944763,0.20510291346084722,hybrid
0.4285714285714286,0.6577703952789307,0.39968553459119494,0.29866666666666664,0.59672611951828,0.3785997233400402,0.47368421052631576,0.6651279330253601,0.4942469543098927,hybrid
0.31746031746031744,0.5681135654449463,0.3023392091556219,0.31746031746031744,0.5681135654449463,0.3023392091556219,0.3780487804878048,0.6364767551422119,0.2374525189844993,extractive
0.4758620689655173,0.6085951328277588,0.3424114470572727,0.4095744680851064,0.5655248165130615,0.30310868580865113,0.4923076923076923,0.6155604720115662,0.2824585528802758,hybrid
0.3803680981595092,0.6169324517250061,0.2711853344537541,0.332378223495702,0.6021881103515625,0.3381740000121268,0.4606060606060606,0.6731691956520081,0.3416907156534876,hybrid
0.5236051502145922,0.6343412399291992,0.4135877092617125,0.3770491803278688,0.6192177534103394,0.33558001644224833,0.47058823529411764,0.6095499396324158,0.2902228465098633,hybrid
0.2105263157894737,0.565615713596344,0.29934151133178144,0.2105263157894737,0.565615713596344,0.29934151133178144,0.31840796019900497,0.6135653257369995,0.3132076533339472,extractive
0.3440860215053763,0.6166412234306335,0.3160529405486178,0.3440860215053763,0.6166412234306335,0.3160529405486178,0.43192488262910794,0.6384238004684448,0.3315773470351354,extractive
0.3286713286713287,0.6064913868904114,0.35165683754432525,0.3286713286713287,0.6064913868904114,0.35165683754432525,0.3434343434343434,0.6071078777313232,0.3359988909263914,extractive
0.27240143369175623,0.5188941359519958,0.22965622490241744,0.27240143369175623,0.5188941359519958,0.22965622490241744,0.4258064516129032,0.6130243539810181,0.31497159090909094,extractive
0.4767801857585139,0.6577057242393494,0.3711651469758526,0.4767801857585139,0.6577057242393494,0.3711651469758526,0.4223107569721115,0.5884612798690796,0.27808610826984465,extractive
0.3785310734463277,0.6123703718185425,0.33556732274680995,0.3785310734463277,0.6123703718185425,0.33556732274680995,0.3849372384937238,0.5459665656089783,0.27258584184847645,extractive
0.29015544041450775,0.6060418486595154,0.1398726327228761,0.467966573816156,0.6042247414588928,0.38076132476293134,0.3789473684210526,0.6496074199676514,0.15098314606741572,hybrid
0.5235602094240838,0.6040842533111572,0.34275687673687866,0.5235602094240838,0.6040842533111572,0.34275687673687866,0.5,0.600641131401062,0.29844874460259074,extractive
0.31884057971014496,0.5528095960617065,0.20801826479445007,0.3153153153153153,0.5791688561439514,0.3148986821009505,0.35294117647058826,0.5723247528076172,0.22502881459483495,abstractive
0.3197831978319783,0.6330488324165344,0.32228880175688285,0.3197831978319783,0.6330488324165344,0.32228880175688285,0.4406779661016949,0.595179557800293,0.3357544741618923,extractive
0.3778801843317972,0.5553516745567322,0.21850899742930588,0.3778801843317972,0.5553516745567322,0.21850899742930588,0.5073170731707317,0.6271411776542664,0.3215392561983471,extractive
0.27840909090909094,0.5909788608551025,0.2425842272963362,0.27840909090909094,0.5909788608551025,0.2425842272963362,0.44725738396624476,0.6787641048431396,0.29201436657744556,extractive
0.5263157894736843,0.6525140404701233,0.37987395185793027,0.3521594684385382,0.6131349205970764,0.30941704035874434,0.5359477124183006,0.6852981448173523,0.3727504692619803,hybrid
0.3442622950819672,0.6011449098587036,0.26834232859473606,0.281767955801105,0.5679957866668701,0.2873671396926438,0.34821428571428575,0.6161034107208252,0.2750428181444224,hybrid
0.4498269896193771,0.5717813372612,0.21011074400391586,0.4150197628458498,0.5239610075950623,0.28809539217136404,0.452054794520548,0.5580506324768066,0.22382468168462297,abstractive
0.3130434782608696,0.5981203317642212,0.3318878142225586,0.3130434782608696,0.5981203317642212,0.3318878142225586,0.5520833333333334,0.6527897119522095,0.3803251672841895,extractive
0.4242424242424242,0.6109378337860107,0.28153770468760986,0.39784946236559143,0.6008749008178711,0.3496823566027718,0.4122137404580153,0.6156525015830994,0.3021715768495642,abstractive
0.3113207547169811,0.5648383498191833,0.35940148084736057,0.3113207547169811,0.5648383498191833,0.35940148084736057,0.42162162162162165,0.6371713876724243,0.2770181708155827,extractive
0.40361445783132527,0.6341463327407837,0.35895828873535457,0.40361445783132527,0.6341463327407837,0.35895828873535457,0.5592417061611374,0.6715312600135803,0.3414288041529819,extractive
0.4786885245901639,0.6063030958175659,0.2874180986660192,0.39875389408099693,0.5999099016189575,0.4027813772123232,0.3934426229508197,0.5857476592063904,0.267653820295387,abstractive
0.3937360178970917,0.5820308923721313,0.3156960079452068,0.3937360178970917,0.5820308923721313,0.3156960079452068,0.45098039215686275,0.586744487285614,0.27361969400089253,extractive
0.23628691983122366,0.5271531939506531,0.20858661848783913,0.2093023255813953,0.5397704243659973,0.2644527329374373,0.2714932126696833,0.5615035891532898,0.2423696110886003,hybrid
0.5405405405405405,0.6204425692558289,0.27381480104407735,0.4637096774193548,0.6415782570838928,0.3828162028251716,0.5333333333333333,0.6353578567504883,0.25121635246184654,abstractive
0.2975778546712803,0.5748863220214844,0.3091510029965282,0.2975778546712803,0.5748863220214844,0.3091510029965282,0.2716049382716049,0.582362949848175,0.18391984060304792,extractive
0.40384615384615385,0.6316986680030823,0.35511462355754375,0.32020997375328086,0.6341692805290222,0.38432202308006536,0.40375586854460094,0.6496712565422058,0.33917371942831837,abstractive
0.31213872832369943,0.6017367839813232,0.2968801116777509,0.31213872832369943,0.6017367839813232,0.2968801116777509,0.37668161434977576,0.5808364152908325,0.32455367843035005,extractive
0.42487046632124353,0.6300821900367737,0.3093166260587074,0.3584905660377359,0.6143618226051331,0.36498909900021836,0.4444444444444444,0.6368158459663391,0.37272643496577146,hybrid
0.5080645161290323,0.6348676681518555,0.4209107127825103,0.5080645161290323,0.6348676681518555,0.4209107127825103,0.6124401913875598,0.6801915764808655,0.4468478940109713,extractive
0.42342342342342343,0.6530446410179138,0.46457654947212,0.42342342342342343,0.6530446410179138,0.46457654947212,0.517766497461929,0.6809681057929993,0.4740735461801597,extractive
0.3060686015831135,0.6108758449554443,0.37867392641574715,0.3060686015831135,0.6108758449554443,0.37867392641574715,0.375,0.627659261226654,0.33695533749282736,extractive
0.4365781710914454,0.6306955218315125,0.3825354632372176,0.4365781710914454,0.6306955218315125,0.3825354632372176,0.3564356435643564,0.5975786447525024,0.21031014658614816,extractive
0.40606060606060607,0.6054636836051941,0.35045113462621713,0.40606060606060607,0.6054636836051941,0.35045113462621713,0.4098360655737705,0.59441077709198,0.26336477987421386,extractive
0.3886255924170616,0.6203227043151855,0.2720995830655603,0.316622691292876,0.5838521718978882,0.32114556885494655,0.4444444444444445,0.6321229338645935,0.26253860640301324,hybrid
0.4347826086956521,0.6409172415733337,0.3411689062634455,0.3860759493670886,0.641456663608551,0.3718599616462153,0.4210526315789474,0.6346232891082764,0.3173384232954546,hybrid
0.48666666666666664,0.6576152443885803,0.40487950449764615,0.48666666666666664,0.6576152443885803,0.40487950449764615,0.5164319248826291,0.6111237406730652,0.35827077834369625,extractive
0.431266846361186,0.6080842614173889,0.3424736627287461,0.431266846361186,0.6080842614173889,0.3424736627287461,0.4444444444444444,0.5871703028678894,0.3134401972872996,extractive
0.3419354838709677,0.6069623231887817,0.3304622180643283,0.3419354838709677,0.6069623231887817,0.3304622180643283,0.45714285714285713,0.6495847702026367,0.3805389221556886,extractive
0.3183023872679045,0.6144692301750183,0.30365819640866953,0.3183023872679045,0.6144692301750183,0.30365819640866953,0.39004149377593356,0.5956345796585083,0.3025652066673698,extractive
0.3401360544217687,0.5860385298728943,0.22187821135464617,0.3042071197411003,0.591421365737915,0.3293779979314782,0.45226130653266333,0.6879013776779175,0.4193715688010728,hybrid
0.21451104100946372,0.5495609045028687,0.25291923549045575,0.21451104100946372,0.5495609045028687,0.25291923549045575,0.319327731092437,0.6616388559341431,0.21547198536084175,extractive
0.29931972789115646,0.6058523058891296,0.32449754175944645,0.29931972789115646,0.6058523058891296,0.32449754175944645,0.28440366972477066,0.5609009861946106,0.23651726777473564,extractive
0.3419354838709678,0.6076219081878662,0.3759521728271729,0.3419354838709678,0.6076219081878662,0.3759521728271729,0.5271317829457364,0.6647236943244934,0.3425320995033079,extractive
0.3443708609271523,0.6217993497848511,0.35191573557630873,0.3443708609271523,0.6217993497848511,0.35191573557630873,0.3883495145631068,0.5918757915496826,0.288564482745761,extractive
0.4331797235023042,0.6224947571754456,0.25294637490339755,0.43255813953488376,0.620014488697052,0.36458461124501473,0.5106382978723405,0.6750497221946716,0.29731136233628747,abstractive
0.3979591836734694,0.5755434036254883,0.2412161716171617,0.37606837606837606,0.5987335443496704,0.3674139239941053,0.3671497584541063,0.5705249905586243,0.23472314095706304,abstractive
0.3374485596707819,0.5441471338272095,0.2204724409448819,0.15243101182654403,0.5153051018714905,0.24405299357610086,0.30327868852459017,0.541437029838562,0.2582831500722173,abstractive
0.3714285714285715,0.637381374835968,0.36282551068142843,0.3714285714285715,0.637381374835968,0.36282551068142843,0.5560538116591928,0.7000060677528381,0.43522739491859547,extractive
0.39436619718309857,0.6568005084991455,0.4993139915340248,0.39436619718309857,0.6568005084991455,0.4993139915340248,0.45161290322580644,0.6436168551445007,0.3309829597918241,extractive
0.5303867403314917,0.6152642965316772,0.28251664112477676,0.305699481865285,0.5530028939247131,0.3150260810392508,0.4733727810650888,0.6470311284065247,0.3126974266841906,hybrid
0.38735177865612647,0.5972253680229187,0.29889896937779015,0.38735177865612647,0.5972253680229187,0.29889896937779015,0.4605263157894736,0.6168501377105713,0.30411155378486054,extractive
0.3032786885245901,0.6304938793182373,0.3181441640487074,0.3032786885245901,0.6304938793182373,0.3181441640487074,0.2755102040816327,0.6109132766723633,0.232258064516129,extractive
0.32085561497326204,0.5964906215667725,0.32530980633096857,0.32085561497326204,0.5964906215667725,0.32530980633096857,0.38493723849372385,0.5855767726898193,0.2814103283298066,extractive
0.39215686274509803,0.6374238133430481,0.3564646933153428,0.39215686274509803,0.6374238133430481,0.3564646933153428,0.4658634538152611,0.5938760042190552,0.29548223078540964,extractive
0.35714285714285715,0.5680870413780212,0.2922329942784489,0.3,0.5688160061836243,0.334288147279654,0.4109589041095891,0.5900207757949829,0.2893227616219307,hybrid
0.47398843930635837,0.6700711250305176,0.30481221413386594,0.515625,0.7095187902450562,0.4529783421230614,0.5566037735849056,0.7173023819923401,0.4054609910062497,hybrid
